game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag
244,7,1,Gold 3,7/7/2023,Killjoy,Fracture,Loss,7,13,9,16,4,0.6,-38,9,109,152,5
245,7,1,Gold 3,7/7/2023,Killjoy,Haven,Win,13,6,15,13,3,1.2,19,21,158,239,3
246,7,1,Gold 3,7/8/2023,Killjoy,Ascent,Loss,8,13,16,17,2,0.9,-13,9,126,200,3
247,7,1,Gold 3,7/8/2023,Killjoy,Split,Loss,10,13,22,14,3,1.6,53,18,173,269,2
248,7,1,Gold 3,7/8/2023,Cypher,Lotus,Loss,12,14,14,18,3,0.8,-18,29,98,147,5
249,7,1,Gold 3,7/9/2023,Killjoy,Pearl,Loss,6,13,18,14,7,1.3,39,21,169,264,1
250,7,1,Gold 3,7/9/2023,Killjoy,Split,Win,13,6,22,7,0,3.1,93,16,181,273,1
251,7,1,Gold 3,7/9/2023,Cypher,Fracture,Win,13,11,11,19,7,0.6,-46,18,95,140,4
252,7,1,Gold 3,7/9/2023,Killjoy,Haven,Win,13,11,20,15,4,1.3,24,21,155,238,2
253,7,1,Gold 3,7/9/2023,Killjoy,Ascent,Loss,6,13,7,17,1,0.4,-75,4,78,121,4
254,7,1,Gold 3,7/10/2023,Cypher,Lotus,Win,13,5,8,8,8,1.0,-14,17,93,131,5
255,7,1,Platinum 1,7/10/2023,Cypher,Lotus,Loss,11,13,23,14,7,1.6,51,20,166,272,1
256,7,1,Platinum 1,7/10/2023,Cypher,Fracture,Win,13,2,11,9,6,1.2,42,15,163,235,4
257,7,1,Platinum 1,7/12/2023,Killjoy,Split,Win,13,10,25,12,4,2.1,87,17,180,292,1
258,7,1,Platinum 1,7/12/2023,Killjoy,Haven,Win,13,7,18,10,5,1.8,53,15,148,225,2
259,7,1,Platinum 1,7/12/2023,Cypher,Bind,Loss,9,13,13,17,1,0.8,-38,17,104,161,4
260,7,1,Platinum 1,7/12/2023,Killjoy,Pearl,Win,13,10,24,13,9,1.8,71,8,184,307,1
261,7,1,Platinum 1,7/13/2023,Killjoy,Split,Win,13,10,18,12,3,1.5,43,22,127,198,2
262,7,1,Platinum 1,7/13/2023,Killjoy,Haven,Loss,2,13,7,14,1,0.5,-63,11,93,152,3
263,7,1,Platinum 1,7/13/2023,Cypher,Fracture,Loss,8,13,18,16,5,1.1,12,16,176,258,1
264,7,1,Platinum 1,7/14/2023,Killjoy,Haven,Loss,10,13,14,17,7,0.8,2,11,135,196,4
265,7,1,Platinum 1,7/14/2023,Cypher,Bind,Loss,6,13,9,15,1,0.6,-51,21,77,128,5
266,7,1,Platinum 1,7/14/2023,Killjoy,Pearl,Loss,12,14,17,19,5,0.9,-21,20,127,193,3
267,7,1,Platinum 1,7/14/2023,Killjoy,Split,Win,13,8,14,13,0,1.1,7,11,117,171,3
268,7,1,Platinum 1,7/14/2023,Cypher,Fracture,Loss,6,13,14,15,3,0.9,-1,28,145,209,3
269,7,1,Platinum 1,7/14/2023,Killjoy,Ascent,Loss,9,13,9,18,2,0.5,-73,12,95,144,5
270,7,1,Platinum 1,7/14/2023,Cypher,Fracture,Win,13,10,18,16,6,1.1,12,18,148,224,2
271,7,1,Gold 3,7/14/2023,Cypher,Lotus,Loss,5,13,7,16,4,0.4,-48,14,103,136,5
272,7,1,Gold 3,7/14/2023,Cypher,Lotus,Loss,10,13,19,18,7,1.1,17,16,156,231,3
273,7,1,Gold 3,7/15/2023,Killjoy,Haven,Loss,10,13,13,17,2,0.8,-30,24,103,159,4
274,7,1,Gold 3,7/15/2023,Cypher,Fracture,Loss,14,16,17,22,6,0.8,-14,21,125,175,4
275,7,1,Gold 3,7/16/2023,Killjoy,Ascent,Win,13,4,13,7,5,1.9,31,21,119,193,3
276,7,1,Gold 3,7/16/2023,Killjoy,Pearl,Loss,12,14,18,19,7,0.9,32,13,157,229,3
277,7,1,Gold 3,7/16/2023,Killjoy,Pearl,Win,13,10,19,11,3,1.7,63,16,153,241,1
278,7,1,Gold 3,7/16/2023,Killjoy,Haven,Loss,4,13,7,14,0,0.5,-56,25,81,117,4
279,7,1,Platinum 1,7/17/2023,Killjoy,Ascent,Win,13,9,6,17,1,0.4,-77,19,60,80,5
280,7,1,Platinum 1,7/17/2023,Cypher,Lotus,Win,13,7,19,11,4,1.7,39,34,153,229,2
281,7,1,Platinum 1,7/17/2023,Cypher,Lotus,Win,13,8,18,12,7,1.5,16,25,156,231,3
282,7,1,Platinum 1,7/17/2023,Cypher,Fracture,Win,14,12,17,16,6,1.1,27,19,129,204,5
283,7,1,Platinum 1,7/17/2023,Cypher,Fracture,Loss,8,13,12,15,5,0.8,-1,17,128,184,4
284,7,1,Platinum 1,7/17/2023,Cypher,Bind,Win,13,3,12,9,5,1.3,10,20,130,210,4
285,7,1,Platinum 1,7/17/2023,Killjoy,Pearl,Win,13,5,17,7,3,2.4,67,15,152,240,2
286,7,1,Platinum 1,7/17/2023,Killjoy,Split,Loss,2,13,6,14,0,0.4,-24,20,124,156,2
287,7,1,Platinum 1,7/18/2023,Killjoy,Haven,Loss,6,13,8,17,1,0.5,-38,27,112,145,4
288,7,1,Platinum 1,7/18/2023,Cypher,Fracture,Win,13,3,8,7,4,1.1,-9,23,81,128,5
289,7,1,Platinum 2,7/18/2023,Cypher,Pearl,Win,13,7,19,12,6,1.6,55,31,180,264,2
290,7,1,Platinum 2,7/18/2023,Cypher,Fracture,Win,13,2,13,6,3,2.2,72,17,142,224,3
291,7,1,Platinum 2,7/19/2023,Killjoy,Haven,Loss,9,13,18,16,4,1.1,35,26,168,226,3
292,7,1,Platinum 2,7/19/2023,Cypher,Bind,Win,13,7,12,11,6,1.1,22,30,118,177,4
293,7,1,Platinum 2,7/19/2023,Killjoy,Pearl,Loss,5,13,9,16,4,0.6,-35,10,118,172,5
294,7,1,Platinum 2,7/19/2023,Killjoy,Haven,Win,13,6,22,9,6,2.4,98,18,190,330,1
295,7,1,Platinum 2,7/19/2023,Cypher,Lotus,Loss,11,13,19,17,8,1.1,55,17,185,250,2
296,7,1,Platinum 2,7/20/2023,Cypher,Bind,Win,15,13,18,19,8,0.9,15,21,147,206,3
297,7,1,Platinum 2,7/20/2023,Brimstone,Ascent,Win,16,14,30,20,15,1.5,23,14,148,247,2
298,7,1,Platinum 2,7/20/2023,Killjoy,Ascent,Loss,11,13,13,16,4,0.8,-23,22,101,154,5
299,7,1,Platinum 2,7/20/2023,Cypher,Fracture,Win,13,7,22,13,12,1.7,70,25,196,308,1
300,7,1,Platinum 3,7/20/2023,Cypher,Lotus,Win,13,4,14,9,3,1.6,3,25,196,308,2
301,7,1,Platinum 3,7/20/2023,Killjoy,Haven,Win,17,15,28,20,3,1.4,37,11,152,241,2
302,7,1,Platinum 2,7/22/2023,Cypher,Lotus,Loss,7,13,10,18,6,0.6,-85,16,79,137,1
303,7,1,Platinum 2,7/22/2023,Cypher,Bind,Loss,11,13,19,16,3,1.2,18,23,133,200,3
304,7,1,Platinum 3,7/22/2023,Cypher,Fracture,Win,15,13,16,20,5,0.8,-18,13,118,183,5
305,7,1,Platinum 3,7/22/2023,Killjoy,Split,Win,13,2,18,7,6,2.6,94,10,221,344,2
306,7,1,Platinum 3,7/23/2023,Killjoy,Pearl,Loss,10,13,11,18,4,0.6,-13,10,113,162,5
307,7,1,Platinum 3,7/23/2023,Cypher,Fracture,Loss,9,13,13,16,6,0.8,-2,17,119,172,4
308,7,1,Platinum 3,7/23/2023,Cypher,Bind,Draw,14,14,16,20,6,0.8,-37,13,100,154,5
309,7,1,Platinum 3,7/24/2023,Killjoy,Split,Win,13,3,6,11,4,0.5,-46,3,76,109,5
310,7,1,Platinum 3,7/24/2023,Cypher,Lotus,Win,13,11,19,15,4,1.3,6,13,118,208,3
311,7,1,Platinum 3,7/24/2023,Killjoy,Haven,Loss,9,13,18,15,4,1.2,-11,15,123,206,2
312,7,1,Platinum 3,7/24/2023,Killjoy,Pearl,Win,13,6,3,12,8,0.3,-60,10,55,74,5
313,7,1,Platinum 3,7/25/2023,Cypher,Fracture,Loss,14,16,20,25,10,0.8,-16,25,137,196,1
314,7,1,Platinum 3,7/25/2023,Killjoy,Pearl,Win,13,10,20,12,1,1.7,61,19,153,239,3
315,7,1,Platinum 3,7/25/2023,Cypher,Bind,Win,13,8,10,14,7,0.7,-9,12,108,155,5
316,7,1,Platinum 3,7/26/2023,Cypher,Bind,Win,13,6,14,12,6,1.2,44,15,144,215,4
317,7,1,Platinum 3,7/26/2023,Killjoy,Ascent,Loss,4,13,6,14,1,0.4,-62,10,80,119,5
318,7,1,Platinum 3,7/26/2023,Killjoy,Ascent,Loss,3,13,6,14,4,0.4,-44,23,88,135,5
319,7,1,Platinum 3,7/26/2023,Killjoy,Split,Loss,13,15,21,18,2,1.2,13,17,137,201,2
320,7,1,Platinum 3,7/27/2023,Killjoy,Pearl,Win,13,6,20,12,3,1.7,47,12,176,266,1
321,7,1,Platinum 3,7/27/2023,Cypher,Lotus,Win,13,9,12,16,7,0.8,-37,19,81,141,5
322,7,1,Platinum 3,7/27/2023,Cypher,Bind,Win,13,11,16,14,3,1.1,12,19,115,184,5
323,7,1,Platinum 3,7/27/2023,Killjoy,Pearl,Loss,7,13,14,14,2,1.0,20,16,148,225,2
324,7,1,Platinum 3,7/27/2023,Cypher,Fracture,Loss,8,13,10,17,8,0.6,17,27,142,192,3
325,7,1,Platinum 3,7/28/2023,Cypher,Lotus,Win,13,11,23,16,6,1.4,61,23,174,269,1
326,7,1,Platinum 3,7/28/2023,Killjoy,Haven,Win,13,3,16,5,4,3.2,115,34,183,260,2
327,7,1,Platinum 3,7/28/2023,Killjoy,Split,Loss,6,13,14,14,2,1.0,-1,34,145,198,2
328,7,1,Platinum 3,7/29/2023,Killjoy,Split,Win,13,10,18,11,3,1.6,42,16,140,218,4
329,7,1,Platinum 3,7/29/2023,Killjoy,Haven,Loss,9,13,8,18,5,0.4,-39,19,107,143,5
330,7,1,Platinum 3,7/29/2023,Cypher,Fracture,Win,13,8,15,11,9,1.4,31,16,150,213,4
331,7,1,Platinum 3,7/29/2023,Cypher,Fracture,Loss,13,15,25,19,5,1.3,19,27,157,233,1
332,7,1,Platinum 3,7/29/2023,Killjoy,Haven,Loss,7,13,21,15,0,1.4,37,19,171,286,1
333,7,1,Platinum 3,7/30/2023,Cypher,Bind,Win,13,10,16,16,5,1.0,-1,21,121,188,3
334,7,1,Platinum 3,7/30/2023,Cypher,Lotus,Loss,8,13,7,13,3,0.5,-39,14,65,97,5
335,7,1,Platinum 3,7/30/2023,Killjoy,Ascent,Win,13,9,20,13,6,1.5,63,18,181,268,2
336,7,1,Platinum 3,7/30/2023,Cypher,Lotus,Win,13,11,11,18,9,0.6,-34,17,99,147,5
337,7,1,Platinum 3,7/30/2023,Killjoy,Pearl,Loss,13,15,8,22,1,0.4,-59,20,78,105,5
338,7,1,Diamond 1,7/31/2023,Cypher,Pearl,Win,9,4,10,8,1,1.3,5,27,117,189,3
339,7,1,Diamond 1,7/31/2023,Cypher,Fracture,Win,13,3,12,9,5,1.3,20,22,124,219,3
340,7,1,Diamond 1,7/31/2023,Killjoy,Haven,Loss,13,15,23,19,6,1.2,-8,11,123,208,1
341,7,1,Diamond 1,8/2/2023,Cypher,Bind,Win,15,13,20,17,3,1.2,37,25,140,204,3
342,7,1,Diamond 1,8/2/2023,Cypher,Lotus,Win,13,5,17,8,8,2.1,52,26,140,234,2
343,7,1,Diamond 1,8/3/2023,Killjoy,Pearl,Loss,7,13,10,15,3,0.7,-43,10,91,141,4
344,7,1,Diamond 1,8/3/2023,Killjoy,Ascent,Loss,10,13,6,18,3,0.3,-61,10,73,96,5
345,7,1,Diamond 1,8/3/2023,Cypher,Fracture,Win,13,2,11,9,9,1.2,10,22,128,193,4
346,7,1,Diamond 1,8/3/2023,Cypher,Bind,Win,13,8,13,11,6,1.2,-3,24,96,146,4
347,7,1,Diamond 1,8/19/2023,Cypher,Lotus,Loss,11,13,16,17,7,0.9,22,36,147,201,3
348,7,1,Diamond 1,8/19/2023,Cypher,Lotus,Win,13,4,14,10,5,1.4,30,24,141,231,3
349,7,1,Diamond 1,8/19/2023,Killjoy,Ascent,Loss,3,13,11,14,2,0.8,4,12,144,216,1
350,7,1,Diamond 1,8/19/2023,Cypher,Bind,Win,13,9,19,13,5,1.5,39,22,142,236,2
351,7,1,Diamond 1,8/19/2023,Killjoy,Split,Loss,11,13,16,15,2,1.1,2,18,125,179,4
352,7,1,Diamond 1,8/19/2023,Killjoy,Pearl,Win,14,12,22,21,5,1.0,13,15,157,250,2
353,7,1,Diamond 1,8/19/2023,Killjoy,Ascent,Win,13,11,18,14,5,1.3,32,28,144,214,3
354,7,1,Diamond 1,8/19/2023,Cypher,Fracture,Win,13,9,18,15,4,1.2,21,16,150,235,2
355,7,1,Diamond 1,8/20/2023,Killjoy,Haven,Loss,11,13,21,19,5,1.1,-2,13,158,245,2
356,7,1,Diamond 1,8/20/2023,Cypher,Lotus,Win,13,10,16,13,5,1.2,33,25,128,184,4
357,7,1,Diamond 1,8/20/2023,Killjoy,Pearl,Loss,5,13,11,16,3,0.7,-13,10,128,185,2
358,7,1,Diamond 1,8/20/2023,Cypher,Bind,Loss,5,13,13,15,5,0.9,-15,24,132,203,3
359,7,1,Diamond 1,8/20/2023,Cypher,Lotus,Win,13,4,18,5,3,3.6,91,35,167,252,2
360,7,1,Diamond 1,8/21/2023,Cypher,Fracture,Loss,6,13,16,16,3,1.0,9,19,164,248,2
361,7,1,Diamond 1,8/21/2023,Killjoy,Pearl,Loss,6,13,13,16,3,0.8,-9,18,151,216,2
362,7,1,Diamond 1,8/21/2023,Killjoy,Haven,Loss,12,14,13,16,6,0.8,-17,14,113,165,5
363,7,1,Diamond 1,8/21/2023,Killjoy,Ascent,Win,13,4,9,10,3,0.9,-17,6,100,145,5
364,7,1,Diamond 1,8/22/2023,Killjoy,Ascent,Win,13,10,14,13,3,1.1,-2,23,109,163,5
365,7,1,Diamond 1,8/22/2023,Cypher,Bind,Loss,10,13,20,17,2,1.2,8,29,135,233,1
366,7,1,Diamond 1,8/22/2023,Cypher,Lotus,Win,13,8,18,13,2,1.4,30,25,145,224,3
367,7,1,Diamond 1,8/22/2023,Killjoy,Haven,Win,13,8,23,11,2,2.1,70,32,169,276,1
368,7,1,Diamond 1,8/22/2023,Killjoy,Haven,Loss,7,13,10,17,5,0.6,-25,15,118,159,4
369,7,1,Diamond 1,8/23/2023,Killjoy,Split,Win,13,4,6,10,2,0.6,-31,11,72,104,5
370,7,1,Diamond 1,8/23/2023,Cypher,Lotus,Win,13,6,12,13,4,0.9,-2,20,132,196,4
371,7,1,Diamond 1,8/23/2023,Killjoy,Ascent,Loss,4,13,12,16,4,0.8,-5,17,148,220,3
372,7,1,Diamond 1,8/23/2023,Killjoy,Split,Loss,13,15,14,18,6,0.8,-42,10,92,143,5
373,7,1,Diamond 1,8/23/2023,Cypher,Lotus,Loss,6,13,14,17,2,0.8,-58,29,113,197,3
374,7,1,Diamond 1,8/23/2023,Cypher,Fracture,Loss,12,14,15,19,11,0.8,-10,12,130,193,4
375,7,1,Diamond 1,8/23/2023,Killjoy,Split,Loss,12,14,18,16,3,1.1,24,20,133,179,2
376,7,1,Diamond 1,8/23/2023,Killjoy,Haven,Loss,4,13,13,17,2,0.8,-27,10,147,244,2
377,7,1,Diamond 1,8/23/2023,Killjoy,Pearl,Win,13,8,18,12,3,1.5,66,20,165,240,2
378,7,1,Platinum 3,8/24/2023,Killjoy,Ascent,Loss,6,13,9,13,2,0.7,-6,25,109,143,4
379,7,1,Platinum 3,8/24/2023,Cypher,Bind,Loss,13,15,17,17,5,1.0,-16,22,107,162,4
380,7,1,Platinum 3,8/24/2023,Cypher,Bind,Loss,8,13,15,15,1,1.0,0,54,117,194,2
381,7,1,Diamond 1,8/24/2023,Cypher,Lotus,Win,13,8,16,8,4,2.0,54,32,146,216,2
382,7,1,Diamond 1,8/24/2023,Killjoy,Pearl,Win,13,6,16,14,4,1.1,18,32,156,220,3
383,7,1,Diamond 1,8/28/2023,Killjoy,Ascent,Win,13,7,18,12,0,1.5,52,22,164,231,3
384,7,1,Diamond 1,8/28/2023,Killjoy,Ascent,Win,13,8,15,12,4,1.3,6,14,119,175,3
385,7,1,Placement,8/28/2023,Killjoy,Split,Loss,9,13,19,18,10,1.1,41,18,171,269,2
386,7,2,Diamond 1,8/30/2023,Cypher,Lotus,Loss,11,13,13,17,3,0.8,-27,29,97,142,5
387,7,2,Diamond 1,8/30/2023,Killjoy,Haven,Win,13,5,17,9,4,1.9,100,20,205,274,3
388,7,2,Diamond 1,8/31/2023,Cypher,Lotus,Loss,4,13,6,14,1,0.4,-77,24,74,112,5
389,7,2,Diamond 1,8/31/2023,Killjoy,Split,Win,13,3,14,8,4,1.8,70,19,159,227,3
390,7,2,Diamond 1,8/31/2023,Killjoy,Breeze,Loss,9,13,12,18,7,0.7,-17,20,133,177,4
391,7,2,Platinum 3,8/31/2023,Cypher,Bind,Loss,9,13,10,16,4,0.6,-71,19,64,109,4
392,7,2,Diamond 1,9/1/2023,Killjoy,Breeze,Loss,8,13,17,15,3,1.1,51,19,182,248,2
393,7,2,Diamond 1,9/1/2023,Cypher,Lotus,Win,13,9,13,16,8,0.8,-19,22,113,174,4
394,7,2,Diamond 1,9/1/2023,Cypher,Lotus,Win,13,1,8,3,5,2.7,39,9,98,140,4
395,7,2,Diamond 1,9/1/2023,Cypher,Bind,Loss,12,14,13,20,7,0.7,-40,18,114,157,5
396,7,2,Platinum 3,9/7/2023,Killjoy,Ascent,Loss,8,13,17,15,4,1.1,6,12,130,227,1
397,7,2,Platinum 3,9/8/2023,Cypher,Sunset,Loss,3,13,5,14,2,0.4,-37,25,91,107,5
398,7,2,Diamond 1,9/8/2023,Killjoy,Haven,Win,13,4,7,9,1,0.8,-29,22,67,118,5
399,7,2,Diamond 1,9/8/2023,Cypher,Lotus,Win,13,7,24,10,2,2.4,82,26,189,319,1
400,7,2,Diamond 1,9/8/2023,Killjoy,Haven,Loss,10,13,19,14,0,1.4,33,20,153,218,2
401,7,2,Diamond 1,9/8/2023,Cypher,Sunset,Win,15,13,20,17,8,1.2,12,15,130,198,3
402,7,2,Diamond 1,9/8/2023,Cypher,Bind,Draw,14,14,19,21,11,0.9,-7,16,132,207,3
403,7,2,Diamond 1,9/8/2023,Killjoy,Ascent,Win,13,7,13,13,7,1.0,3,28,116,189,5
404,7,2,Diamond 1,9/8/2023,Cypher,Sunset,Loss,9,13,11,19,5,0.6,-59,9,104,162,4
405,7,2,Platinum 3,9/8/2023,Killjoy,Split,Loss,4,13,8,15,2,0.5,-25,20,111,164,3
406,7,2,Platinum 3,9/8/2023,Cypher,Lotus,Loss,5,13,9,15,1,0.6,-13,24,121,166,2
407,7,2,Platinum 3,9/9/2023,Killjoy,Ascent,Loss,9,13,16,15,1,1.1,22,38,151,192,3
408,7,2,Platinum 3,9/9/2023,Cypher,Sunset,Loss,10,13,17,16,5,1.1,-23,33,105,183,3
409,7,2,Platinum 3,9/9/2023,Cypher,Bind,Win,13,4,11,9,2,1.2,5,25,101,145,5
410,7,2,Platinum 3,9/9/2023,Killjoy,Haven,Loss,10,13,14,18,4,0.8,-14,10,126,192,3
411,7,2,Platinum 3,9/10/2023,Cypher,Bind,Loss,5,13,12,13,1,0.9,1,30,135,212,3
412,7,2,Platinum 3,9/10/2023,Killjoy,Split,Win,13,8,24,10,6,2.4,117,23,216,325,1
413,7,2,Platinum 3,9/10/2023,Killjoy,Split,Loss,9,13,17,18,6,0.9,6,12,156,245,1
414,7,2,Platinum 3,9/10/2023,Cypher,Breeze,Loss,6,13,17,16,4,1.1,-14,16,144,244,1
415,7,2,Platinum 3,9/10/2023,Cypher,Sunset,Win,13,3,14,8,5,1.8,84,32,186,252,3
416,7,2,Platinum 3,9/10/2023,Killjoy,Haven,Loss,11,13,26,18,6,1.4,84,28,216,320,1
417,7,2,Platinum 3,9/10/2023,Cypher,Bind,Win,13,11,25,17,7,1.5,56,29,201,303,1
418,7,2,Platinum 3,9/10/2023,Cypher,Haven,Win,13,7,13,12,7,1.1,-13,18,105,181,4
419,7,2,Platinum 3,9/10/2023,Killjoy,Split,Loss,5,13,14,15,2,0.9,7,35,144,220,3
420,7,2,Platinum 3,9/10/2023,Killjoy,Ascent,Loss,10,13,19,15,5,1.3,51,21,170,247,1
421,7,2,Platinum 3,9/11/2023,Cypher,Breeze,Win,13,5,21,6,5,3.5,119,41,208,311,1
422,7,2,Platinum 3,9/11/2023,Cypher,Sunset,Loss,2,13,6,14,1,0.4,-67,35,99,138,4
423,7,2,Platinum 3,10/5/2023,Cypher,Breeze,Win,13,8,31,11,3,2.8,126,25,266,381,1
424,7,2,Diamond 1,10/5/2023,Cypher,Sunset,Win,13,5,15,9,3,1.7,61,28,154,246,3
425,7,2,Diamond 1,10/6/2023,Cypher,Bind,Win,13,8,13,14,5,0.9,18,23,114,174,4
426,7,2,Diamond 1,10/18/2023,Killjoy,Split,Loss,10,13,19,14,3,1.4,74,17,188,241,2
427,7,2,Platinum 3,10/19/2023,Cypher,Lotus,Loss,10,13,18,16,5,1.1,29,24,156,240,2
428,7,2,Platinum 3,10/19/2023,Cypher,Breeze,Loss,7,13,16,14,3,1.1,20,20,137,221,1
429,7,2,Platinum 3,10/19/2023,Killjoy,Ascent,Win,14,12,17,16,6,1.1,11,8,135,186,4
430,7,2,Diamond 1,10/20/2023,Cypher,Sunset,Loss,12,14,12,20,8,0.6,-36,14,105,149,5
431,7,2,Diamond 1,10/27/2023,Cypher,Bind,Win,13,9,20,13,4,1.5,22,18,143,242,2
432,7,2,Diamond 1,10/27/2023,Killjoy,Haven,Win,13,11,17,16,4,1.1,18,22,152,218,3
433,7,2,Placement,10/28/2023,Cypher,Lotus,Loss,13,15,23,20,2,1.2,-2,23,136,226,1
434,7,3,Diamond 1,10/31/2023,Killjoy,Ascent,Win,13,3,7,5,4,1.4,17,9,84,121,5
435,7,3,Diamond 1,11/2/2023,Cypher,Breeze,Loss,11,13,18,17,2,1.1,19,20,146,209,2
436,7,3,Diamond 1,11/2/2023,Cypher,Sunset,Win,13,1,29,3,7,9.7,293,22,373,572,1
437,7,3,Diamond 1,11/3/2023,Cypher,Lotus,Win,13,7,18,11,8,1.6,30,17,149,244,3
438,7,3,Diamond 1,11/3/2023,Cypher,Bind,Loss,10,13,16,16,5,1.0,-40,16,100,188,3
439,7,3,Diamond 1,11/4/2023,Killjoy,Haven,Win,13,7,7,13,2,0.5,-29,15,84,109,5
440,7,3,Diamond 1,11/4/2023,Killjoy,Haven,Win,13,10,10,16,1,0.6,-33,13,96,137,5
441,7,3,Diamond 1,11/4/2023,Cypher,Breeze,Loss,4,13,12,16,1,0.8,-64,27,123,205,1
442,7,3,Diamond 1,11/4/2023,Cypher,Breeze,Loss,8,13,15,18,4,0.8,-23,20,130,202,2
443,7,3,Diamond 1,11/4/2023,Killjoy,Ascent,Loss,8,13,13,15,5,0.9,0,24,127,183,2
444,7,3,Diamond 1,11/4/2023,Cypher,Lotus,Win,13,11,24,15,6,1.6,74,31,189,280,1
445,7,3,Diamond 1,11/4/2023,Killjoy,Haven,Win,11,1,13,3,4,4.3,140,20,191,301,2
446,7,3,Diamond 1,11/4/2023,Cypher,Sunset,Loss,6,13,16,17,3,0.9,26,25,183,272,2
447,7,3,Diamond 1,11/7/2023,Cypher,Breeze,Loss,6,13,11,18,1,0.6,-49,24,116,174,3
448,7,3,Diamond 1,11/7/2023,Cypher,Breeze,Win,13,9,27,14,4,1.9,82,39,204,334,1
449,7,3,Diamond 1,11/7/2023,Killjoy,Ascent,Loss,9,13,19,15,5,1.3,25,16,159,250,2
450,7,3,Diamond 1,11/7/2023,Cypher,Sunset,Win,13,11,14,16,6,0.9,-18,32,108,162,4
451,7,3,Diamond 2,11/9/2023,Killjoy,Split,Win,13,7,15,10,7,1.5,58,21,168,233,3
452,7,3,Diamond 2,11/9/2023,Cypher,Sunset,Win,15,13,21,22,7,1.0,13,27,139,230,2
453,7,3,Diamond 2,11/10/2023,Killjoy,Ascent,Loss,12,14,15,18,4,0.8,-21,16,109,157,4
454,7,3,Diamond 2,11/10/2023,Cypher,Breeze,Win,13,9,23,15,4,1.5,42,25,183,293,1
455,7,3,Diamond 2,11/11/2023,Cypher,Bind,Loss,9,13,10,15,5,0.7,-40,21,80,107,4
456,7,3,Diamond 1,11/12/2023,Cypher,Lotus,Loss,1,13,6,14,4,0.4,-68,29,101,144,4
457,7,3,Diamond 1,11/14/2023,Killjoy,Haven,Loss,11,13,15,18,4,0.8,0,27,139,208,3
458,7,3,Diamond 1,11/15/2023,Cypher,Bind,Loss,9,13,17,16,5,1.1,0,30,138,217,3
459,7,3,Diamond 1,11/16/2023,Killjoy,Haven,Loss,8,13,19,16,3,1.2,28,26,184,261,1
460,7,3,Diamond 1,11/16/2023,Cypher,Split,Loss,11,13,11,19,8,0.6,-17,15,132,168,4
461,7,3,Diamond 1,11/16/2023,Cypher,Breeze,Loss,9,13,14,15,2,0.9,3,20,139,192,4
462,7,3,Platinum 3,11/16/2023,Cypher,Split,Loss,11,13,22,19,7,1.2,27,26,172,283,1
463,7,3,Diamond 1,11/16/2023,Cypher,Lotus,Loss,11,13,24,16,11,1.5,30,17,168,281,2
464,7,3,Diamond 1,11/16/2023,Killjoy,Ascent,Win,13,10,15,17,6,0.9,40,16,177,240,4
465,7,3,Diamond 1,11/18/2023,Killjoy,Haven,Win,15,13,26,16,3,1.6,67,17,177,271,1
466,7,3,Diamond 1,11/18/2023,Cypher,Lotus,Win,5,0,6,0,2,6.0,153,38,173,294,3
467,7,3,Diamond 1,11/18/2023,Cypher,Bind,Win,13,10,8,15,7,0.5,-40,8,89,120,5
468,7,3,Diamond 1,11/18/2023,Cypher,Sunset,Loss,10,13,14,16,3,0.9,-10,22,123,173,4
469,7,3,Diamond 1,11/18/2023,Killjoy,Ascent,Win,13,5,21,8,4,2.6,115,13,203,316,1
470,7,3,Diamond 1,11/18/2023,Killjoy,Haven,Win,13,10,18,16,3,1.1,16,24,149,217,4
471,7,3,Diamond 1,11/19/2023,Cypher,Lotus,Loss,6,13,14,15,3,0.9,2,36,150,225,1
472,7,3,Diamond 2,11/19/2023,Cypher,Sunset,Win,13,6,15,11,4,1.4,25,26,123,206,4
473,7,3,Diamond 2,11/21/2023,Killjoy,Haven,Win,13,11,19,18,5,1.1,6,19,158,240,2
474,7,3,Diamond 2,11/25/2023,Killjoy,Ascent,Win,13,10,14,14,2,1.0,-11,35,116,171,4
475,7,3,Diamond 2,11/25/2023,Cypher,Lotus,Loss,10,13,16,16,2,1.0,0,18,112,170,2
476,7,3,Diamond 1,11/25/2023,Killjoy,Ascent,Loss,8,13,14,15,6,0.9,-4,27,152,228,2
477,7,3,Diamond 1,11/25/2023,Cypher,Bind,Loss,8,13,12,16,4,0.8,-26,21,111,147,4
478,7,3,Diamond 1,11/25/2023,Cypher,Breeze,Loss,10,13,16,14,4,1.1,21,22,137,194,3
479,7,3,Diamond 1,11/25/2023,Cypher,Lotus,Loss,7,13,12,17,4,0.7,-20,50,126,181,3
480,7,3,Diamond 1,11/25/2023,Cypher,Bind,Win,13,9,19,15,7,1.3,-2,27,147,250,2
481,7,3,Diamond 1,11/28/2023,Cypher,Sunset,Loss,10,13,13,16,5,0.8,-35,37,86,144,5
482,7,3,Diamond 1,11/28/2023,Killjoy,Ascent,Win,13,10,19,12,4,1.6,40,12,140,222,3
483,7,3,Diamond 1,11/28/2023,Cypher,Bind,Win,13,4,15,11,2,1.4,25,21,134,232,3
