game_id,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,acs,role,win,date_dt,smoothed_win_rate,games_played_as_agent,win_rate_agent_map_role,mean_acs_agent_map_role,mean_kdr_agent,recent_win_rate_agent
283,7/17/2023,Cypher,Fracture,Loss,8,13,12,15,5,0.8,184,Sentinel,0,2023-07-17,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.4
281,7/17/2023,Cypher,Lotus,Win,13,8,18,12,7,1.5,231,Sentinel,1,2023-07-17,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
280,7/17/2023,Cypher,Lotus,Win,13,7,19,11,4,1.7272727272727273,229,Sentinel,1,2023-07-17,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
282,7/17/2023,Cypher,Fracture,Win,14,12,17,16,6,1.0625,204,Sentinel,1,2023-07-17,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.8
288,7/18/2023,Cypher,Fracture,Win,13,3,8,7,4,1.1428571428571428,128,Sentinel,1,2023-07-18,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.8
289,7/18/2023,Cypher,Pearl,Win,13,7,19,12,6,1.5833333333333333,264,Sentinel,1,2023-07-18,0.5017196887696677,777,0.5121951219512195,188.82926829268294,1.2345552157991344,1.0
290,7/18/2023,Cypher,Fracture,Win,13,2,13,6,3,2.1666666666666665,224,Sentinel,1,2023-07-18,0.5017196887696677,777,0.54,202.08,1.2345552157991344,1.0
295,7/19/2023,Cypher,Lotus,Loss,11,13,19,17,8,1.1176470588235294,250,Sentinel,0,2023-07-19,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
292,7/19/2023,Cypher,Bind,Win,13,7,12,11,6,1.0909090909090908,177,Sentinel,1,2023-07-19,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
296,7/20/2023,Cypher,Bind,Win,15,13,18,19,8,0.9473684210526316,206,Sentinel,1,2023-07-20,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
299,7/20/2023,Cypher,Fracture,Win,13,7,22,13,12,1.6923076923076923,308,Sentinel,1,2023-07-20,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.8
300,7/20/2023,Cypher,Lotus,Win,13,4,14,9,3,1.5555555555555556,308,Sentinel,1,2023-07-20,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
302,7/22/2023,Cypher,Lotus,Loss,7,13,10,18,6,0.5555555555555556,137,Sentinel,0,2023-07-22,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
303,7/22/2023,Cypher,Bind,Loss,11,13,19,16,3,1.1875,200,Sentinel,0,2023-07-22,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
304,7/22/2023,Cypher,Fracture,Win,15,13,16,20,5,0.8,183,Sentinel,1,2023-07-22,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.6
307,7/23/2023,Cypher,Fracture,Loss,9,13,13,16,6,0.8125,172,Sentinel,0,2023-07-23,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.4
308,7/23/2023,Cypher,Bind,Draw,14,14,16,20,6,0.8,154,Sentinel,0,2023-07-23,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
1849,7/24/2023,Cypher,Abyss,Win,12,11,4,1,2,4.0,258,Sentinel,1,2023-07-24,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.4
310,7/24/2023,Cypher,Lotus,Win,13,11,19,15,4,1.2666666666666666,208,Sentinel,1,2023-07-24,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
313,7/25/2023,Cypher,Fracture,Loss,14,16,20,25,10,0.8,196,Sentinel,0,2023-07-25,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.4
315,7/25/2023,Cypher,Bind,Win,13,8,10,14,7,0.7142857142857143,155,Sentinel,1,2023-07-25,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
316,7/26/2023,Cypher,Bind,Win,13,6,14,12,6,1.1666666666666667,215,Sentinel,1,2023-07-26,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
324,7/27/2023,Cypher,Fracture,Loss,8,13,10,17,8,0.5882352941176471,192,Sentinel,0,2023-07-27,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.6
1774,7/27/2023,Cypher,Breeze,Loss,8,12,9,6,9,1.5,18,Sentinel,0,2023-07-27,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.4
322,7/27/2023,Cypher,Bind,Win,13,11,16,14,3,1.1428571428571428,184,Sentinel,1,2023-07-27,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
321,7/27/2023,Cypher,Lotus,Win,13,9,12,16,7,0.75,141,Sentinel,1,2023-07-27,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
325,7/28/2023,Cypher,Lotus,Win,13,11,23,16,6,1.4375,269,Sentinel,1,2023-07-28,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
330,7/29/2023,Cypher,Fracture,Win,13,8,15,11,9,1.3636363636363635,213,Sentinel,1,2023-07-29,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.8
331,7/29/2023,Cypher,Fracture,Loss,13,15,25,19,5,1.3157894736842106,233,Sentinel,0,2023-07-29,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.8
334,7/30/2023,Cypher,Lotus,Loss,8,13,7,13,3,0.5384615384615384,97,Sentinel,0,2023-07-30,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
336,7/30/2023,Cypher,Lotus,Win,13,11,11,18,9,0.6111111111111112,147,Sentinel,1,2023-07-30,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
333,7/30/2023,Cypher,Bind,Win,13,10,16,16,5,1.0,188,Sentinel,1,2023-07-30,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
1853,7/30/2023,Cypher,Haven,Loss,2,11,6,9,3,0.6666666666666666,217,Sentinel,0,2023-07-30,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.4
338,7/31/2023,Cypher,Pearl,Win,9,4,10,8,1,1.25,189,Sentinel,1,2023-07-31,0.5017196887696677,777,0.5121951219512195,188.82926829268294,1.2345552157991344,0.6
339,7/31/2023,Cypher,Fracture,Win,13,3,12,9,5,1.3333333333333333,219,Sentinel,1,2023-07-31,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.8
342,8/2/2023,Cypher,Lotus,Win,13,5,17,8,8,2.125,234,Sentinel,1,2023-08-02,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
341,8/2/2023,Cypher,Bind,Win,15,13,20,17,3,1.1764705882352942,204,Sentinel,1,2023-08-02,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
346,8/3/2023,Cypher,Bind,Win,13,8,13,11,6,1.181818181818182,146,Sentinel,1,2023-08-03,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,1.0
345,8/3/2023,Cypher,Fracture,Win,13,2,11,9,9,1.2222222222222223,193,Sentinel,1,2023-08-03,0.5017196887696677,777,0.54,202.08,1.2345552157991344,1.0
347,8/19/2023,Cypher,Lotus,Loss,11,13,16,17,7,0.9411764705882352,201,Sentinel,0,2023-08-19,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
348,8/19/2023,Cypher,Lotus,Win,13,4,14,10,5,1.4,231,Sentinel,1,2023-08-19,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
350,8/19/2023,Cypher,Bind,Win,13,9,19,13,5,1.4615384615384617,236,Sentinel,1,2023-08-19,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
354,8/19/2023,Cypher,Fracture,Win,13,9,18,15,4,1.2,235,Sentinel,1,2023-08-19,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.8
359,8/20/2023,Cypher,Lotus,Win,13,4,18,5,3,3.6,252,Sentinel,1,2023-08-20,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
358,8/20/2023,Cypher,Bind,Loss,5,13,13,15,5,0.8666666666666667,203,Sentinel,0,2023-08-20,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
356,8/20/2023,Cypher,Lotus,Win,13,10,16,13,5,1.2307692307692308,184,Sentinel,1,2023-08-20,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
360,8/21/2023,Cypher,Fracture,Loss,6,13,16,16,3,1.0,248,Sentinel,0,2023-08-21,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.6
366,8/22/2023,Cypher,Lotus,Win,13,8,18,13,2,1.3846153846153846,224,Sentinel,1,2023-08-22,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
365,8/22/2023,Cypher,Bind,Loss,10,13,20,17,2,1.1764705882352942,233,Sentinel,0,2023-08-22,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
370,8/23/2023,Cypher,Lotus,Win,13,6,12,13,4,0.9230769230769232,196,Sentinel,1,2023-08-23,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
373,8/23/2023,Cypher,Lotus,Loss,6,13,14,17,2,0.8235294117647058,197,Sentinel,0,2023-08-23,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
374,8/23/2023,Cypher,Fracture,Loss,12,14,15,19,11,0.7894736842105263,193,Sentinel,0,2023-08-23,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.4
1216,8/23/2023,Cypher,Icebox,Loss,9,12,5,9,5,0.5555555555555556,19,Sentinel,0,2023-08-23,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.2
380,8/24/2023,Cypher,Bind,Loss,8,13,15,15,1,1.0,194,Sentinel,0,2023-08-24,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
381,8/24/2023,Cypher,Lotus,Win,13,8,16,8,4,2.0,216,Sentinel,1,2023-08-24,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.2
379,8/24/2023,Cypher,Bind,Loss,13,15,17,17,5,1.0,162,Sentinel,0,2023-08-24,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
1788,8/28/2023,Cypher,Bind,Loss,4,15,1,10,5,0.1,300,Sentinel,0,2023-08-28,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
386,8/30/2023,Cypher,Lotus,Loss,11,13,13,17,3,0.7647058823529411,142,Sentinel,0,2023-08-30,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.2
1786,8/31/2023,Cypher,Pearl,Loss,3,13,13,15,4,0.8666666666666667,51,Sentinel,0,2023-08-31,0.5017196887696677,777,0.5121951219512195,188.82926829268294,1.2345552157991344,0.2
388,8/31/2023,Cypher,Lotus,Loss,4,13,6,14,1,0.4285714285714285,112,Sentinel,0,2023-08-31,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.0
391,8/31/2023,Cypher,Bind,Loss,9,13,10,16,4,0.625,109,Sentinel,0,2023-08-31,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.0
393,9/1/2023,Cypher,Lotus,Win,13,9,13,16,8,0.8125,174,Sentinel,1,2023-09-01,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.2
394,9/1/2023,Cypher,Lotus,Win,13,1,8,3,5,2.6666666666666665,140,Sentinel,1,2023-09-01,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
395,9/1/2023,Cypher,Bind,Loss,12,14,13,20,7,0.65,157,Sentinel,0,2023-09-01,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
1100,9/8/2023,Cypher,Fracture,Loss,2,6,7,14,7,0.5,12,Sentinel,0,2023-09-08,0.5017196887696677,777,0.54,202.08,1.2345552157991344,0.4
404,9/8/2023,Cypher,Sunset,Loss,9,13,11,19,5,0.5789473684210527,162,Sentinel,0,2023-09-08,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
402,9/8/2023,Cypher,Bind,Draw,14,14,19,21,11,0.9047619047619048,207,Sentinel,0,2023-09-08,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
401,9/8/2023,Cypher,Sunset,Win,15,13,20,17,8,1.1764705882352942,198,Sentinel,1,2023-09-08,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.2
399,9/8/2023,Cypher,Lotus,Win,13,7,24,10,2,2.4,319,Sentinel,1,2023-09-08,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
397,9/8/2023,Cypher,Sunset,Loss,3,13,5,14,2,0.3571428571428571,107,Sentinel,0,2023-09-08,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
406,9/8/2023,Cypher,Lotus,Loss,5,13,9,15,1,0.6,166,Sentinel,0,2023-09-08,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
409,9/9/2023,Cypher,Bind,Win,13,4,11,9,2,1.2222222222222223,145,Sentinel,1,2023-09-09,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
408,9/9/2023,Cypher,Sunset,Loss,10,13,17,16,5,1.0625,183,Sentinel,0,2023-09-09,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
411,9/10/2023,Cypher,Bind,Loss,5,13,12,13,1,0.9230769230769232,212,Sentinel,0,2023-09-10,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
414,9/10/2023,Cypher,Breeze,Loss,6,13,17,16,4,1.0625,244,Sentinel,0,2023-09-10,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.2
418,9/10/2023,Cypher,Haven,Win,13,7,13,12,7,1.0833333333333333,181,Sentinel,1,2023-09-10,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.4
415,9/10/2023,Cypher,Sunset,Win,13,3,14,8,5,1.75,252,Sentinel,1,2023-09-10,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
417,9/10/2023,Cypher,Bind,Win,13,11,25,17,7,1.4705882352941178,303,Sentinel,1,2023-09-10,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
421,9/11/2023,Cypher,Breeze,Win,13,5,21,6,5,3.5,311,Sentinel,1,2023-09-11,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.8
422,9/11/2023,Cypher,Sunset,Loss,2,13,6,14,1,0.4285714285714285,138,Sentinel,0,2023-09-11,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.8
423,10/5/2023,Cypher,Breeze,Win,13,8,31,11,3,2.8181818181818183,381,Sentinel,1,2023-10-05,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.8
424,10/5/2023,Cypher,Sunset,Win,13,5,15,9,3,1.6666666666666667,246,Sentinel,1,2023-10-05,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.8
425,10/6/2023,Cypher,Bind,Win,13,8,13,14,5,0.9285714285714286,174,Sentinel,1,2023-10-06,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
428,10/19/2023,Cypher,Breeze,Loss,7,13,16,14,3,1.1428571428571428,221,Sentinel,0,2023-10-19,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.6
427,10/19/2023,Cypher,Lotus,Loss,10,13,18,16,5,1.125,240,Sentinel,0,2023-10-19,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
430,10/20/2023,Cypher,Sunset,Loss,12,14,12,20,8,0.6,149,Sentinel,0,2023-10-20,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
431,10/27/2023,Cypher,Bind,Win,13,9,20,13,4,1.5384615384615383,242,Sentinel,1,2023-10-27,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
433,10/28/2023,Cypher,Lotus,Loss,13,15,23,20,2,1.15,226,Sentinel,0,2023-10-28,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.2
435,11/2/2023,Cypher,Breeze,Loss,11,13,18,17,2,1.0588235294117647,209,Sentinel,0,2023-11-02,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.2
436,11/2/2023,Cypher,Sunset,Win,13,1,29,3,7,9.666666666666666,572,Sentinel,1,2023-11-02,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
438,11/3/2023,Cypher,Bind,Loss,10,13,16,16,5,1.0,188,Sentinel,0,2023-11-03,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
437,11/3/2023,Cypher,Lotus,Win,13,7,18,11,8,1.6363636363636365,244,Sentinel,1,2023-11-03,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
441,11/4/2023,Cypher,Breeze,Loss,4,13,12,16,1,0.75,205,Sentinel,0,2023-11-04,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.4
442,11/4/2023,Cypher,Breeze,Loss,8,13,15,18,4,0.8333333333333334,202,Sentinel,0,2023-11-04,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.4
1512,11/4/2023,Cypher,Sunset,Win,10,7,17,1,1,17.0,42,Sentinel,1,2023-11-04,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
446,11/4/2023,Cypher,Sunset,Loss,6,13,16,17,3,0.9411764705882352,272,Sentinel,0,2023-11-04,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
444,11/4/2023,Cypher,Lotus,Win,13,11,24,15,6,1.6,280,Sentinel,1,2023-11-04,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
447,11/7/2023,Cypher,Breeze,Loss,6,13,11,18,1,0.6111111111111112,174,Sentinel,0,2023-11-07,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.4
448,11/7/2023,Cypher,Breeze,Win,13,9,27,14,4,1.9285714285714288,334,Sentinel,1,2023-11-07,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.6
450,11/7/2023,Cypher,Sunset,Win,13,11,14,16,6,0.875,162,Sentinel,1,2023-11-07,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
452,11/9/2023,Cypher,Sunset,Win,15,13,21,22,7,0.9545454545454546,230,Sentinel,1,2023-11-09,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.8
454,11/10/2023,Cypher,Breeze,Win,13,9,23,15,4,1.5333333333333334,293,Sentinel,1,2023-11-10,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.8
455,11/11/2023,Cypher,Bind,Loss,9,13,10,15,5,0.6666666666666666,107,Sentinel,0,2023-11-11,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
456,11/12/2023,Cypher,Lotus,Loss,1,13,6,14,4,0.4285714285714285,144,Sentinel,0,2023-11-12,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
1382,11/14/2023,Cypher,Lotus,Loss,0,3,16,4,5,4.0,99,Sentinel,0,2023-11-14,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
458,11/15/2023,Cypher,Bind,Loss,9,13,17,16,5,1.0625,217,Sentinel,0,2023-11-15,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
463,11/16/2023,Cypher,Lotus,Loss,11,13,24,16,11,1.5,281,Sentinel,0,2023-11-16,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.0
462,11/16/2023,Cypher,Split,Loss,11,13,22,19,7,1.1578947368421053,283,Sentinel,0,2023-11-16,0.5017196887696677,777,0.45161290322580644,204.58064516129033,1.2345552157991344,0.0
460,11/16/2023,Cypher,Split,Loss,11,13,11,19,8,0.5789473684210527,168,Sentinel,0,2023-11-16,0.5017196887696677,777,0.45161290322580644,204.58064516129033,1.2345552157991344,0.0
461,11/16/2023,Cypher,Breeze,Loss,9,13,14,15,2,0.9333333333333332,192,Sentinel,0,2023-11-16,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.0
466,11/18/2023,Cypher,Lotus,Win,5,0,6,0,2,6.0,294,Sentinel,1,2023-11-18,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.2
467,11/18/2023,Cypher,Bind,Win,13,10,8,15,7,0.5333333333333333,120,Sentinel,1,2023-11-18,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
468,11/18/2023,Cypher,Sunset,Loss,10,13,14,16,3,0.875,173,Sentinel,0,2023-11-18,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
471,11/19/2023,Cypher,Lotus,Loss,6,13,14,15,3,0.9333333333333332,225,Sentinel,0,2023-11-19,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
472,11/19/2023,Cypher,Sunset,Win,13,6,15,11,4,1.3636363636363635,206,Sentinel,1,2023-11-19,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
480,11/25/2023,Cypher,Bind,Win,13,9,19,15,7,1.2666666666666666,250,Sentinel,1,2023-11-25,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
478,11/25/2023,Cypher,Breeze,Loss,10,13,16,14,4,1.1428571428571428,194,Sentinel,0,2023-11-25,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.4
479,11/25/2023,Cypher,Lotus,Loss,7,13,12,17,4,0.7058823529411765,181,Sentinel,0,2023-11-25,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
477,11/25/2023,Cypher,Bind,Loss,8,13,12,16,4,0.75,147,Sentinel,0,2023-11-25,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
475,11/25/2023,Cypher,Lotus,Loss,10,13,16,16,2,1.0,170,Sentinel,0,2023-11-25,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.2
481,11/28/2023,Cypher,Sunset,Loss,10,13,13,16,5,0.8125,144,Sentinel,0,2023-11-28,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.0
483,11/28/2023,Cypher,Bind,Win,13,4,15,11,2,1.3636363636363635,232,Sentinel,1,2023-11-28,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
485,11/29/2023,Cypher,Lotus,Win,14,12,15,17,11,0.8823529411764706,173,Sentinel,1,2023-11-29,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
488,12/2/2023,Cypher,Breeze,Loss,4,13,13,14,2,0.9285714285714286,232,Sentinel,0,2023-12-02,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.4
490,12/2/2023,Cypher,Sunset,Loss,12,14,28,18,4,1.5555555555555556,314,Sentinel,0,2023-12-02,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
489,12/2/2023,Cypher,Lotus,Loss,6,13,9,15,2,0.6,149,Sentinel,0,2023-12-02,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
491,12/3/2023,Cypher,Lotus,Win,13,4,9,9,4,1.0,152,Sentinel,1,2023-12-03,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
493,12/3/2023,Cypher,Breeze,Win,13,11,15,17,6,0.8823529411764706,182,Sentinel,1,2023-12-03,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.4
494,12/4/2023,Cypher,Breeze,Win,13,6,22,9,3,2.4444444444444446,296,Sentinel,1,2023-12-04,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.6
495,12/4/2023,Cypher,Sunset,Win,13,4,13,7,6,1.8571428571428568,207,Sentinel,1,2023-12-04,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.8
496,12/5/2023,Cypher,Bind,Loss,10,13,18,14,2,1.2857142857142858,220,Sentinel,0,2023-12-05,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
499,12/5/2023,Cypher,Lotus,Win,13,9,27,10,5,2.7,299,Sentinel,1,2023-12-05,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
498,12/5/2023,Cypher,Bind,Loss,8,13,17,16,2,1.0625,247,Sentinel,0,2023-12-05,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
501,12/7/2023,Cypher,Sunset,Loss,13,15,22,16,3,1.375,219,Sentinel,0,2023-12-07,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
505,12/13/2023,Cypher,Haven,Win,13,5,16,10,2,1.6,230,Sentinel,1,2023-12-13,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.4
507,12/13/2023,Cypher,Bind,Loss,10,13,15,18,5,0.8333333333333334,178,Sentinel,0,2023-12-13,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
506,12/13/2023,Cypher,Ascent,Loss,8,13,10,18,3,0.5555555555555556,135,Sentinel,0,2023-12-13,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.2
508,12/18/2023,Cypher,Sunset,Win,13,10,14,12,3,1.1666666666666667,170,Sentinel,1,2023-12-18,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
509,12/19/2023,Cypher,Breeze,Win,16,14,34,17,3,2.0,299,Sentinel,1,2023-12-19,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.6
510,12/20/2023,Cypher,Breeze,Win,13,8,16,13,3,1.2307692307692308,180,Sentinel,1,2023-12-20,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.6
512,12/29/2023,Cypher,Lotus,Win,13,3,6,8,5,0.75,103,Sentinel,1,2023-12-29,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
514,12/30/2023,Cypher,Sunset,Win,13,4,19,7,4,2.7142857142857144,284,Sentinel,1,2023-12-30,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,1.0
513,12/30/2023,Cypher,Ascent,Win,13,4,22,6,3,3.6666666666666665,330,Sentinel,1,2023-12-30,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,1.0
516,1/1/2024,Cypher,Breeze,Win,13,6,25,11,3,2.272727272727273,335,Sentinel,1,2024-01-01,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,1.0
517,1/1/2024,Cypher,Ascent,Win,13,9,18,15,6,1.2,235,Sentinel,1,2024-01-01,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,1.0
518,1/2/2024,Cypher,Sunset,Loss,6,13,10,15,8,0.6666666666666666,190,Sentinel,0,2024-01-02,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.8
519,1/3/2024,Cypher,Bind,Win,13,7,10,9,5,1.1111111111111112,144,Sentinel,1,2024-01-03,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
