game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag,role,win_loss_margin,performance
624,8,2,Ascendant 1,3/15/2024,Cypher,Split,Loss,7,13,7,18,3,0.3888888888888889,-75,12,86,119,5,Sentinel,-6,2
48,6,3,Gold 2,5/4/2023,Cypher,Ascent,Win,13,10,14,17,6,0.8235294117647058,-8,5,128,184,4,Sentinel,3,6
442,7,3,Diamond 1,11/4/2023,Cypher,Breeze,Loss,8,13,15,18,4,0.8333333333333334,-23,20,130,202,2,Sentinel,-5,4
8,6,2,Silver 2,4/15/2023,KAY/O,Icebox,Loss,4,13,8,15,4,0.5333333333333333,-70,3,73,119,5,Initiator,-9,1
1832,6,3,Ascendant 1,8/6/2024,Fade,Pearl,Loss,3,7,19,4,2,4.75,14,22,220,20,2,Initiator,-4,0
371,7,1,Diamond 1,8/23/2023,Killjoy,Ascent,Loss,4,13,12,16,4,0.75,-5,17,148,220,3,Sentinel,-9,4
85,6,3,Gold 3,5/17/2023,Cypher,Fracture,Loss,7,13,18,13,6,1.3846153846153846,47,16,171,259,2,Sentinel,-6,5
541,8,1,Platinum 1,1/19/2024,Cypher,Sunset,Win,14,12,19,18,5,1.0555555555555556,10,33,145,202,4,Sentinel,2,6
423,7,2,Platinum 3,10/5/2023,Cypher,Breeze,Win,13,8,31,11,3,2.8181818181818183,126,25,266,381,1,Sentinel,5,11
730,8,3,Ascendant 1,6/23/2024,Cypher,Bind,Loss,11,13,13,17,3,0.7647058823529411,-34,40,98,150,4,Sentinel,-2,4
138,6,3,Platinum 1,5/30/2023,Cypher,Haven,Win,13,5,20,9,6,2.2222222222222223,95,20,203,311,1,Sentinel,8,10
1765,9,3,Gold 3,5/31/2023,Phoenix,Sunset,Win,15,8,20,18,0,1.1111111111111112,32,13,213,248,1,Duelist,7,8
47,6,3,Gold 2,5/4/2023,Cypher,Split,Win,14,12,16,16,5,1.0,2,19,112,170,3,Sentinel,2,5
1971,6,3,Diamond 2,6/21/2023,KAY/O,Abyss,Win,12,10,15,19,3,0.7894736842105263,-30,94,202,109,6,Initiator,2,4
1274,6,1,Platinum 1,12/5/2023,Breach,Split,Win,6,4,11,12,8,0.9166666666666666,-17,70,191,106,4,Initiator,2,4
18,6,2,Silver 2,4/18/2023,Breach,Fracture,Win,13,9,9,16,7,0.5625,-20,5,97,128,5,Initiator,4,5
1149,7,2,Platinum 1,7/22/2023,Brimstone,Lotus,Loss,0,7,2,18,9,0.1111111111111111,-50,25,141,102,3,Controller,-7,1
12,6,2,Silver 2,4/17/2023,KAY/O,Ascent,Win,15,13,17,17,14,1.0,0,10,130,191,4,Initiator,2,6
542,8,1,Platinum 1,1/19/2024,Cypher,Icebox,Loss,5,13,19,14,4,1.3571428571428572,40,35,180,280,1,Sentinel,-8,6
823,9,1,Diamond 3,8/13/2024,Killjoy,Haven,Loss,5,13,11,12,0,0.9166666666666666,-12,50,104,156,2,Sentinel,-8,2
125,6,3,Gold 3,5/23/2023,Cypher,Pearl,Win,14,12,25,19,6,1.3157894736842106,28,21,152,255,1,Sentinel,2,7
127,6,3,Gold 3,5/23/2023,Cypher,Fracture,Win,13,7,18,17,10,1.0588235294117647,48,15,204,291,2,Sentinel,6,9
447,7,3,Diamond 1,11/7/2023,Cypher,Breeze,Loss,6,13,11,18,1,0.6111111111111112,-49,24,116,174,3,Sentinel,-7,3
520,7,3,Diamond 3,1/3/2024,Cypher,Haven,Win,13,11,18,13,6,1.3846153846153846,48,36,150,211,3,Sentinel,2,6
334,7,1,Platinum 3,7/30/2023,Cypher,Lotus,Loss,8,13,7,13,3,0.5384615384615384,-39,14,65,97,5,Sentinel,-5,2
98,6,3,Gold 3,5/19/2023,Cypher,Split,Loss,10,13,14,19,6,0.7368421052631579,10,19,153,203,2,Sentinel,-3,5
593,8,1,Diamond 3,2/29/2024,Cypher,Breeze,Loss,4,13,8,15,5,0.5333333333333333,-66,39,103,147,5,Sentinel,-9,2
701,8,3,Ascendant 1,6/9/2024,Viper,Icebox,Win,13,6,15,13,7,1.1538461538461535,24,24,169,236,4,Controller,7,8
710,8,3,Ascendant 1,6/12/2024,Cypher,Lotus,Loss,8,13,18,16,6,1.125,43,27,189,282,1,Sentinel,-5,6
940,9,2,Ascendant 1,10/6/2024,Cypher,Ascent,Win,13,5,12,7,1,1.7142857142857142,21,28,107,159,5,Sentinel,8,6
897,9,2,Ascendant 1,9/17/2024,Cypher,Sunset,Loss,9,13,15,14,2,1.0714285714285714,0,34,126,196,3,Sentinel,-4,4
911,9,2,Ascendant 1,9/22/2024,Killjoy,Haven,Win,13,11,16,13,4,1.2307692307692308,32,29,143,194,3,Sentinel,2,6
964,9,3,Ascendant 1,10/24/2024,Cypher,Bind,Win,13,8,18,15,5,1.2,25,35,162,234,2,Sentinel,5,8
355,7,1,Diamond 1,8/20/2023,Killjoy,Haven,Loss,11,13,21,19,5,1.105263157894737,-2,13,158,245,2,Sentinel,-2,6
1198,6,2,Gold 2,9/18/2024,Breach,Breeze,Loss,7,15,8,10,0,0.8,21,83,31,287,4,Initiator,-8,6
101,6,3,Gold 3,5/19/2023,Cypher,Pearl,Loss,5,13,4,17,4,0.2352941176470588,-89,11,67,92,5,Sentinel,-8,1
431,7,2,Diamond 1,10/27/2023,Cypher,Bind,Win,13,9,20,13,4,1.5384615384615383,22,18,143,242,2,Sentinel,4,8
410,7,2,Platinum 3,9/9/2023,Killjoy,Haven,Loss,10,13,14,18,4,0.7777777777777778,-14,10,126,192,3,Sentinel,-3,5
1037,9,3,Gold 3,1/3/2024,Astra,Breeze,Win,15,12,2,3,10,0.6666666666666666,20,37,84,218,8,Controller,3,7
93,6,3,Gold 3,5/18/2023,Cypher,Split,Draw,15,15,24,21,9,1.1428571428571428,6,12,144,223,1,Sentinel,0,6
1427,7,2,Gold 2,10/6/2024,Breach,Abyss,Draw,12,12,1,14,7,0.0714285714285714,-23,63,108,143,2,Initiator,0,4
83,6,3,Gold 3,5/17/2023,Cypher,Bind,Win,13,1,14,6,4,2.333333333333333,24,7,120,227,2,Sentinel,12,9
956,9,2,Ascendant 1,10/21/2024,Cypher,Sunset,Loss,9,13,16,15,9,1.0666666666666669,27,27,155,225,2,Sentinel,-4,5
229,7,1,Gold 2,6/30/2023,Killjoy,Split,Loss,6,13,17,13,2,1.3076923076923077,38,37,162,258,1,Sentinel,-7,5
1650,6,1,Platinum 2,8/2/2023,Breach,Icebox,Draw,4,4,12,18,0,0.6666666666666666,-46,100,128,150,4,Initiator,0,4
391,7,2,Platinum 3,8/31/2023,Cypher,Bind,Loss,9,13,10,16,4,0.625,-71,19,64,109,4,Sentinel,-4,2
1581,6,3,Silver 3,12/4/2023,Vyse,Fracture,Loss,11,15,10,10,0,1.0,-33,1,73,241,3,Sentinel,-4,6
717,8,3,Ascendant 1,6/14/2024,Cypher,Haven,Win,13,7,8,14,3,0.5714285714285714,-53,26,87,131,5,Sentinel,6,5
148,6,3,Platinum 1,6/1/2023,Cypher,Pearl,Win,13,5,15,8,4,1.875,36,10,140,220,2,Sentinel,8,8
437,7,3,Diamond 1,11/3/2023,Cypher,Lotus,Win,13,7,18,11,8,1.6363636363636365,30,17,149,244,3,Sentinel,6,8
1594,9,3,Ascendant 1,7/27/2023,Killjoy,Split,Win,8,2,2,0,1,2.0,29,77,90,181,4,Sentinel,6,7
511,7,3,Diamond 2,12/21/2023,Killjoy,Split,Loss,9,13,21,16,5,1.3125,31,23,161,254,2,Sentinel,-4,6
1668,8,2,Gold 1,10/3/2024,Astra,Haven,Loss,4,7,12,10,5,1.2,-15,5,143,210,2,Controller,-3,5
137,6,3,Platinum 1,5/29/2023,Cypher,Bind,Win,14,12,27,17,5,1.588235294117647,49,15,169,298,1,Sentinel,2,8
1593,6,1,Diamond 2,3/1/2024,Vyse,Pearl,Win,14,0,19,13,4,1.4615384615384617,8,77,133,241,2,Sentinel,14,10
928,9,2,Ascendant 1,9/27/2024,Cypher,Bind,Loss,2,13,9,13,1,0.6923076923076923,-33,33,104,154,2,Sentinel,-11,2
110,6,3,Gold 3,5/20/2023,Cypher,Haven,Loss,4,13,6,10,4,0.6,-13,17,82,101,5,Sentinel,-9,1
898,9,2,Ascendant 1,9/17/2024,Killjoy,Lotus,Win,13,9,16,11,2,1.4545454545454546,29,27,126,196,4,Sentinel,4,6
714,8,3,Ascendant 1,6/13/2024,Cypher,Bind,Win,13,9,17,15,9,1.1333333333333333,17,18,145,214,4,Sentinel,4,7
309,7,1,Platinum 3,7/24/2023,Killjoy,Split,Win,13,3,6,11,4,0.5454545454545454,-46,3,76,109,5,Sentinel,10,6
969,9,3,Diamond 3,10/25/2024,Killjoy,Haven,Win,13,5,12,17,3,0.7058823529411765,41,18,117,191,5,Sentinel,8,7
676,8,3,Ascendant 1,5/24/2024,Viper,Icebox,Win,13,7,15,15,6,1.0,-9,30,134,217,2,Controller,6,7
1533,6,3,Ascendant 1,6/11/2023,Astra,Split,Loss,4,9,3,20,6,0.15,-8,61,155,32,2,Controller,-5,0
236,7,1,Gold 3,7/6/2023,Cypher,Fracture,Win,13,3,10,6,2,1.6666666666666667,35,23,100,145,5,Sentinel,10,7
894,9,2,Ascendant 1,9/16/2024,Killjoy,Ascent,Loss,8,13,11,18,6,0.6111111111111112,-33,24,122,157,5,Sentinel,-5,3
639,8,2,Ascendant 2,3/20/2024,Cypher,Breeze,Win,13,8,17,10,2,1.7,30,25,112,188,2,Sentinel,5,6
659,8,2,Ascendant 1,3/27/2024,Cypher,Ascent,Win,13,10,22,14,5,1.5714285714285714,44,27,154,253,2,Sentinel,3,8
19,6,2,Silver 2,4/18/2023,Breach,Fracture,Win,13,8,12,16,11,0.75,-43,5,108,179,4,Initiator,5,6
271,7,1,Gold 3,7/14/2023,Cypher,Lotus,Loss,5,13,7,16,4,0.4375,-48,14,103,136,5,Sentinel,-8,2
502,7,3,Diamond 2,12/7/2023,Killjoy,Ascent,Win,13,5,9,8,5,1.125,17,13,103,148,4,Sentinel,8,6
872,9,2,Ascendant 1,9/10/2024,Cypher,Abyss,Loss,10,13,13,15,2,0.8666666666666667,-25,39,90,151,3,Sentinel,-3,4
585,8,1,Diamond 3,2/17/2024,Cypher,Ascent,Loss,12,14,21,16,4,1.3125,37,31,150,226,1,Sentinel,-2,6
517,7,3,Diamond 3,1/1/2024,Cypher,Ascent,Win,13,9,18,15,6,1.2,23,20,140,235,2,Sentinel,4,7
883,9,2,Ascendant 1,9/14/2024,Killjoy,Haven,Loss,10,13,11,14,5,0.7857142857142857,-10,27,97,136,4,Sentinel,-3,3
69,6,3,Gold 3,5/8/2023,Cypher,Fracture,Win,14,12,21,17,6,1.2352941176470589,30,8,158,238,2,Sentinel,2,7
369,7,1,Diamond 1,8/23/2023,Killjoy,Split,Win,13,4,6,10,2,0.6,-31,11,72,104,5,Sentinel,9,5
36,6,3,Gold 1,5/2/2023,Cypher,Bind,Loss,8,13,8,15,1,0.5333333333333333,-48,19,78,108,5,Sentinel,-5,2
945,9,2,Ascendant 1,10/10/2024,Cypher,Sunset,Win,13,11,19,12,5,1.5833333333333333,42,50,152,214,3,Sentinel,2,6
313,7,1,Platinum 3,7/25/2023,Cypher,Fracture,Loss,14,16,20,25,10,0.8,-16,25,137,196,1,Sentinel,-2,5
966,9,3,Ascendant 1,10/24/2024,Cypher,Bind,Loss,8,13,15,15,6,1.0,28,34,143,220,2,Sentinel,-5,5
814,9,1,Diamond 3,8/9/2024,Cypher,Sunset,Win,13,4,16,7,4,2.2857142857142856,70,40,166,237,2,Sentinel,9,9
1799,7,1,Gold 3,6/2/2023,Brimstone,Lotus,Loss,13,14,15,13,9,1.1538461538461535,11,8,143,23,3,Controller,-1,1
670,8,3,Ascendant 1,5/21/2024,Cypher,Lotus,Win,10,2,9,6,4,1.5,24,32,119,172,3,Sentinel,8,7
336,7,1,Platinum 3,7/30/2023,Cypher,Lotus,Win,13,11,11,18,9,0.6111111111111112,-34,17,99,147,5,Sentinel,2,5
139,6,3,Platinum 1,5/30/2023,Cypher,Lotus,Loss,4,13,13,13,5,1.0,35,24,169,247,1,Sentinel,-9,4
378,7,1,Platinum 3,8/24/2023,Killjoy,Ascent,Loss,6,13,9,13,2,0.6923076923076923,-6,25,109,143,4,Sentinel,-7,2
373,7,1,Diamond 1,8/23/2023,Cypher,Lotus,Loss,6,13,14,17,2,0.8235294117647058,-58,29,113,197,3,Sentinel,-7,4
703,8,3,Ascendant 1,6/10/2024,Cypher,Ascent,Loss,4,13,9,13,2,0.6923076923076923,2,15,119,172,2,Sentinel,-9,3
1755,7,3,Gold 1,03/15/2026,Brimstone,Lotus,Draw,1,1,14,16,9,0.875,16,26,182,26,2,Controller,0,1
249,7,1,Gold 3,7/9/2023,Killjoy,Pearl,Loss,6,13,18,14,7,1.2857142857142858,39,21,169,264,1,Sentinel,-7,5
694,8,3,Ascendant 1,6/8/2024,Cypher,Ascent,Loss,10,13,22,16,6,1.375,52,21,171,270,1,Sentinel,-3,7
776,9,1,Diamond 2,7/27/2024,Cypher,Abyss,Win,14,12,22,17,10,1.2941176470588236,48,22,173,251,3,Sentinel,2,7
174,6,3,Platinum 2,6/12/2023,Cypher,Lotus,Loss,5,13,12,16,4,0.75,-21,3,129,203,2,Sentinel,-8,4
244,7,1,Gold 3,7/7/2023,Killjoy,Fracture,Loss,7,13,9,16,4,0.5625,-38,9,109,152,5,Sentinel,-6,3
1020,7,1,Silver 2,2/4/2024,Fade,Breeze,Loss,8,12,2,2,10,1.0,15,33,207,251,10,Initiator,-4,6
760,9,1,Diamond 2,7/20/2024,Cypher,Haven,Win,14,12,20,16,6,1.25,11,32,126,205,3,Sentinel,2,6
1149,8,3,Gold 3,3/26/2024,Phoenix,Breeze,Loss,0,6,6,13,3,0.4615384615384615,9,66,215,9,5,Duelist,-6,-1
1735,6,3,Silver 3,3/19/2024,Vyse,Icebox,Win,12,7,13,9,3,1.4444444444444444,2,29,94,184,10,Sentinel,5,6
351,7,1,Diamond 1,8/19/2023,Killjoy,Split,Loss,11,13,16,15,2,1.0666666666666669,2,18,125,179,4,Sentinel,-2,4
757,9,1,Diamond 2,7/8/2024,Cypher,Icebox,Loss,4,13,6,13,5,0.4615384615384615,-36,18,94,134,3,Sentinel,-9,2
363,7,1,Diamond 1,8/21/2023,Killjoy,Ascent,Win,13,4,9,10,3,0.9,-17,6,100,145,5,Sentinel,9,6
9,6,2,Silver 2,4/16/2023,Cypher,Pearl,Loss,10,13,14,17,4,0.8235294117647058,-32,9,99,160,4,Sentinel,-3,4
682,8,3,Diamond 3,6/1/2024,Cypher,Ascent,Win,13,11,22,15,9,1.4666666666666666,57,25,160,251,2,Sentinel,2,7
211,6,3,Platinum 3,6/25/2023,Cypher,Split,Loss,6,13,10,18,3,0.5555555555555556,-34,20,120,166,3,Sentinel,-7,3
88,6,3,Gold 3,5/17/2023,Cypher,Haven,Loss,2,13,13,14,4,0.9285714285714286,5,8,152,252,1,Sentinel,-11,4
658,8,2,Ascendant 1,3/26/2024,Cypher,Split,Loss,10,13,18,19,5,0.9473684210526316,18,32,166,248,1,Sentinel,-3,6
329,7,1,Platinum 3,7/29/2023,Killjoy,Haven,Loss,9,13,8,18,5,0.4444444444444444,-39,19,107,143,5,Sentinel,-4,3
485,7,3,Diamond 2,11/29/2023,Cypher,Lotus,Win,14,12,15,17,11,0.8823529411764706,-2,25,122,173,4,Sentinel,2,5
604,8,1,Diamond 3,3/3/2024,Cypher,Lotus,Win,13,10,14,15,8,0.9333333333333332,43,23,164,204,4,Sentinel,3,6
1622,8,3,Ascendant 1,8/3/2023,Viper,Sunset,Loss,10,12,7,16,10,0.4375,-40,30,164,131,0,Controller,-2,3
305,7,1,Platinum 3,7/22/2023,Killjoy,Split,Win,13,2,18,7,6,2.571428571428572,94,10,221,344,2,Sentinel,11,12
557,8,1,Platinum 3,2/3/2024,Cypher,Bind,Win,13,9,22,14,7,1.5714285714285714,32,28,162,267,2,Sentinel,4,8
805,9,1,Diamond 3,8/7/2024,Cypher,Sunset,Loss,3,13,8,14,2,0.5714285714285714,-34,32,107,149,2,Sentinel,-10,2
298,7,1,Platinum 2,7/20/2023,Killjoy,Ascent,Loss,11,13,13,16,4,0.8125,-23,22,101,154,5,Sentinel,-2,4
1324,7,2,Ascendant 1,7/5/2023,KAY/O,Fracture,Win,8,5,0,2,9,0.0,-19,57,61,159,9,Initiator,3,5
1199,6,1,Gold 1,10/26/2024,Killjoy,Pearl,Win,10,6,1,11,1,0.0909090909090909,13,40,29,181,4,Sentinel,4,6
1601,7,3,Silver 2,1/7/2024,Breach,Breeze,Win,14,2,2,2,3,1.0,19,2,239,118,0,Initiator,12,6
918,9,2,Ascendant 2,9/23/2024,Killjoy,Haven,Loss,1,9,5,9,1,0.5555555555555556,-53,29,120,178,1,Sentinel,-8,3
248,7,1,Gold 3,7/8/2023,Cypher,Lotus,Loss,12,14,14,18,3,0.7777777777777778,-18,29,98,147,5,Sentinel,-2,4
1211,9,1,Diamond 1,6/6/2024,Breach,Ascent,Win,8,1,4,3,2,1.3333333333333333,38,39,34,232,2,Initiator,7,8
384,7,1,Diamond 1,8/28/2023,Killjoy,Ascent,Win,13,8,15,12,4,1.25,6,14,119,175,3,Sentinel,5,6
135,6,3,Gold 3,5/29/2023,Cypher,Pearl,Loss,7,13,10,14,7,0.7142857142857143,-25,9,106,163,3,Sentinel,-6,3
64,6,3,Gold 3,5/8/2023,Cypher,Lotus,Win,13,8,18,12,8,1.5,62,7,170,248,3,Sentinel,5,8
708,8,3,Ascendant 1,6/12/2024,Cypher,Haven,Win,13,11,18,14,4,1.2857142857142858,31,13,145,212,3,Sentinel,2,6
314,7,1,Platinum 3,7/25/2023,Killjoy,Pearl,Win,13,10,20,12,1,1.6666666666666667,61,19,153,239,3,Sentinel,3,7
821,9,1,Diamond 3,8/12/2024,Cypher,Bind,Loss,7,13,11,14,3,0.7857142857142857,-30,14,90,157,4,Sentinel,-6,3
377,7,1,Diamond 1,8/23/2023,Killjoy,Pearl,Win,13,8,18,12,3,1.5,66,20,165,240,2,Sentinel,5,8
499,7,3,Diamond 2,12/5/2023,Cypher,Lotus,Win,13,9,27,10,5,2.7,63,20,173,299,1,Sentinel,4,9
42,6,3,Silver 3,5/4/2023,Cypher,Split,Win,13,9,23,13,7,1.7692307692307692,75,9,182,274,1,Sentinel,4,8
263,7,1,Platinum 1,7/13/2023,Cypher,Fracture,Loss,8,13,18,16,5,1.125,12,16,176,258,1,Sentinel,-5,6
321,7,1,Platinum 3,7/27/2023,Cypher,Lotus,Win,13,9,12,16,7,0.75,-37,19,81,141,5,Sentinel,4,5
141,6,3,Platinum 1,5/30/2023,Cypher,Ascent,Loss,11,13,15,17,5,0.8823529411764706,-20,8,113,183,3,Sentinel,-2,5
44,6,3,Gold 1,5/4/2023,Cypher,Haven,Win,13,7,18,13,4,1.3846153846153846,39,12,168,260,2,Sentinel,6,9
486,7,3,Diamond 2,11/29/2023,Killjoy,Ascent,Win,13,6,19,12,2,1.5833333333333333,50,19,175,238,2,Sentinel,7,8
240,7,1,Gold 3,7/6/2023,Killjoy,Haven,Win,13,8,12,16,6,0.75,1,11,130,188,5,Sentinel,5,6
1788,9,2,Silver 2,7/8/2024,Brimstone,Sunset,Win,6,1,4,5,1,0.8,2,56,107,238,3,Controller,5,8
1948,8,3,Diamond 2,4/23/2023,Fade,Icebox,Win,15,7,4,14,5,0.2857142857142857,-20,80,236,85,0,Initiator,8,5
481,7,3,Diamond 1,11/28/2023,Cypher,Sunset,Loss,10,13,13,16,5,0.8125,-35,37,86,144,5,Sentinel,-3,3
514,7,3,Diamond 3,12/30/2023,Cypher,Sunset,Win,13,4,19,7,4,2.7142857142857144,94,28,179,284,2,Sentinel,9,10
183,6,3,Platinum 2,6/15/2023,Cypher,Split,Win,13,11,20,18,8,1.1111111111111112,38,26,188,276,3,Sentinel,2,8
288,7,1,Platinum 1,7/18/2023,Cypher,Fracture,Win,13,3,8,7,4,1.1428571428571428,-9,23,81,128,5,Sentinel,10,6
140,6,3,Platinum 1,5/30/2023,Cypher,Bind,Win,4,2,5,2,2,2.5,78,25,146,227,3,Sentinel,2,7
349,7,1,Diamond 1,8/19/2023,Killjoy,Ascent,Loss,3,13,11,14,2,0.7857142857142857,4,12,144,216,1,Sentinel,-10,3
528,7,3,Diamond 3,1/7/2024,Cypher,Split,Win,13,8,21,13,5,1.6153846153846154,48,20,167,263,1,Sentinel,5,8
66,6,3,Gold 3,5/8/2023,Cypher,Pearl,Loss,5,13,14,18,6,0.7777777777777778,-21,13,117,179,4,Sentinel,-8,3
366,7,1,Diamond 1,8/22/2023,Cypher,Lotus,Win,13,8,18,13,2,1.3846153846153846,30,25,145,224,3,Sentinel,5,7
1777,7,2,Ascendant 2,11/4/2023,Astra,Icebox,Win,8,5,9,5,10,1.8,18,91,50,37,2,Controller,3,2
103,6,3,Gold 3,5/19/2023,Cypher,Pearl,Loss,12,14,11,18,6,0.6111111111111112,-24,4,100,141,5,Sentinel,-2,4
1007,8,1,Gold 3,6/3/2023,Killjoy,Icebox,Draw,13,13,20,17,3,1.1764705882352942,-50,93,173,240,7,Sentinel,0,7
786,9,1,Diamond 3,8/2/2024,Cypher,Abyss,Loss,12,14,12,17,11,0.7058823529411765,22,23,121,167,5,Sentinel,-2,4
643,8,2,Ascendant 2,3/21/2024,Cypher,Split,Loss,1,13,2,13,5,0.1538461538461538,-86,11,53,72,5,Sentinel,-12,-1
239,7,1,Gold 3,7/6/2023,Cypher,Bind,Loss,10,13,26,16,6,1.625,53,23,182,306,1,Sentinel,-3,7
999,9,3,Diamond 2,11/12/2024,Omen,Split,Win,13,10,18,13,8,1.3846153846153846,26,31,134,214,5,Controller,3,7
660,8,2,Ascendant 1,3/27/2024,Cypher,Sunset,Loss,5,13,13,13,2,1.0,9,41,125,200,1,Sentinel,-8,4
24,6,2,Silver 3,4/21/2023,Cypher,Fracture,Win,15,13,23,20,7,1.15,6,9,155,236,3,Sentinel,2,7
166,6,3,Platinum 1,6/6/2023,Cypher,Split,Win,13,2,14,5,3,2.8,76,21,150,229,4,Sentinel,11,9
886,9,2,Ascendant 1,9/14/2024,Killjoy,Haven,Loss,7,13,17,15,1,1.1333333333333333,-1,27,147,229,2,Sentinel,-6,5
509,7,3,Diamond 2,12/19/2023,Cypher,Breeze,Win,16,14,34,17,3,2.0,80,40,200,299,1,Sentinel,2,8
596,8,1,Diamond 3,2/29/2024,Cypher,Bind,Win,13,6,13,12,4,1.0833333333333333,17,26,138,196,3,Sentinel,7,7
243,7,1,Gold 3,7/7/2023,Cypher,Lotus,Win,13,10,12,15,10,0.8,0,28,113,159,5,Sentinel,3,5
1496,8,1,Ascendant 1,8/20/2023,Omen,Icebox,Loss,2,4,1,20,1,0.05,-31,46,134,88,9,Controller,-2,2
737,8,3,Ascendant 1,6/25/2024,Cypher,Sunset,Win,13,6,19,7,5,2.7142857142857144,100,28,177,272,2,Sentinel,7,9
656,8,2,Ascendant 1,3/26/2024,Cypher,Bind,Loss,4,13,7,15,0,0.4666666666666667,-39,32,96,135,3,Sentinel,-9,2
165,6,3,Platinum 1,6/5/2023,Cypher,Pearl,Win,13,9,16,15,6,1.0666666666666669,21,26,132,208,3,Sentinel,4,7
1005,9,1,Gold 1,9/7/2024,Fade,Sunset,Loss,11,14,6,9,7,0.6666666666666666,24,55,160,13,4,Initiator,-3,0
43,6,3,Gold 1,5/4/2023,Cypher,Bind,Win,13,1,13,2,4,6.5,61,12,124,213,3,Sentinel,12,9
367,7,1,Diamond 1,8/22/2023,Killjoy,Haven,Win,13,8,23,11,2,2.090909090909091,70,32,169,276,1,Sentinel,5,9
170,6,3,Platinum 2,6/11/2023,Cypher,Haven,Win,13,9,12,16,3,0.75,-25,8,94,144,4,Sentinel,4,5
1466,6,3,Platinum 2,8/19/2023,Phoenix,Split,Loss,8,11,11,20,8,0.55,23,40,142,114,10,Duelist,-3,3
616,8,2,Ascendant 1,3/10/2024,Cypher,Lotus,Win,15,13,22,16,5,1.375,30,21,145,232,2,Sentinel,2,7
105,6,3,Gold 3,5/19/2023,Cypher,Lotus,Win,13,9,27,12,14,2.25,110,13,178,278,1,Sentinel,4,8
755,9,1,Diamond 1,7/7/2024,Cypher,Sunset,Win,13,1,12,3,7,4.0,86,35,141,226,4,Sentinel,12,9
831,9,1,Diamond 2,8/14/2024,Cypher,Sunset,Loss,13,15,18,20,9,0.9,0,25,136,202,4,Sentinel,-2,5
278,7,1,Gold 3,7/16/2023,Killjoy,Haven,Loss,4,13,7,14,0,0.5,-56,25,81,117,4,Sentinel,-9,1
1213,8,1,Diamond 1,7/23/2024,Cypher,Lotus,Draw,4,4,9,4,2,2.25,-28,94,233,234,7,Sentinel,0,6
1606,8,1,Diamond 2,8/11/2024,Cypher,Breeze,Loss,8,9,4,18,4,0.2222222222222222,-48,4,162,282,4,Sentinel,-1,7
563,8,1,Platinum 3,2/3/2024,Cypher,Bind,Win,13,9,13,13,4,1.0,0,31,109,178,4,Sentinel,4,6
325,7,1,Platinum 3,7/28/2023,Cypher,Lotus,Win,13,11,23,16,6,1.4375,61,23,174,269,1,Sentinel,2,8
555,8,1,Platinum 2,2/3/2024,Cypher,Ascent,Loss,8,13,18,15,7,1.2,51,30,185,269,2,Sentinel,-5,6
635,8,2,Ascendant 2,3/18/2024,Cypher,Ascent,Win,12,7,17,12,9,1.4166666666666667,36,27,157,242,3,Sentinel,5,8
615,8,2,Ascendant 1,3/10/2024,Cypher,Bind,Loss,10,13,15,18,4,0.8333333333333334,-24,30,125,184,4,Sentinel,-3,4
346,7,1,Diamond 1,8/3/2023,Cypher,Bind,Win,13,8,13,11,6,1.181818181818182,-3,24,96,146,4,Sentinel,5,5
592,8,1,Diamond 3,2/29/2024,Cypher,Sunset,Loss,6,13,22,14,4,1.5714285714285714,55,27,194,328,1,Sentinel,-7,7
304,7,1,Platinum 3,7/22/2023,Cypher,Fracture,Win,15,13,16,20,5,0.8,-18,13,118,183,5,Sentinel,2,6
416,7,2,Platinum 3,9/10/2023,Killjoy,Haven,Loss,11,13,26,18,6,1.4444444444444444,84,28,216,320,1,Sentinel,-2,8
132,6,3,Platinum 1,5/28/2023,Cypher,Ascent,Loss,8,13,17,15,3,1.1333333333333333,11,29,141,224,3,Sentinel,-5,5
548,8,1,Platinum 2,2/2/2024,Cypher,Ascent,Loss,3,13,14,14,5,1.0,42,26,184,252,1,Sentinel,-10,4
895,9,2,Ascendant 1,9/16/2024,Viper,Icebox,Loss,8,13,16,18,5,0.8888888888888888,10,41,152,245,1,Controller,-5,5
978,9,3,Diamond 3,10/30/2024,Killjoy,Haven,Win,13,11,11,17,4,0.6470588235294118,-42,26,97,140,5,Sentinel,2,5
845,9,1,Diamond 3,8/17/2024,Cypher,Sunset,Win,13,5,16,8,3,2.0,64,32,144,241,3,Sentinel,8,9
1479,8,1,Platinum 3,7/14/2023,Brimstone,Pearl,Win,9,4,2,18,6,0.1111111111111111,-12,7,152,93,7,Controller,5,4
319,7,1,Platinum 3,7/26/2023,Killjoy,Split,Loss,13,15,21,18,2,1.1666666666666667,13,17,137,201,2,Sentinel,-2,5
195,6,3,Platinum 3,6/18/2023,Cypher,Fracture,Loss,6,13,15,16,5,0.9375,-8,13,146,229,2,Sentinel,-7,4
734,8,3,Ascendant 1,6/24/2024,Cypher,Icebox,Loss,11,13,17,14,4,1.2142857142857142,7,27,116,181,4,Sentinel,-2,5
216,6,3,Platinum 3,6/25/2023,Cypher,Bind,Loss,12,14,16,21,3,0.7619047619047619,-32,20,107,166,4,Sentinel,-2,4
